case,cohort,source_name,source_file,local_id,leakage_class,has_tes_hit,stop_class,stop_process,stop_material,stop_volume,n_ia,n_cc_hits,n_segments_after_annihilation,path_length_total_cm,path_length_by_endpoint_material_cm,path_endpoint_material_sequence,cc_edep_total_keV,cc_edep_by_material_keV,shield_edep_keV,tes_edep_keV,first_primary_volume,last_primary_volume,primary_volume_sequence,path_cm_Ta/TES,path_cm_CsI,path_cm_Aluminium,path_cm_Copper,path_cm_W,path_cm_Be,path_cm_Kapton,path_cm_StainlessSteel,path_cm_LowCarbonSteel,path_cm_other,path_cm_unknown,edep_keV_Ta/TES,edep_keV_CsI,edep_keV_Aluminium,edep_keV_Copper,edep_keV_W,edep_keV_Be,edep_keV_Kapton,edep_keV_StainlessSteel,edep_keV_LowCarbonSteel,edep_keV_other,edep_keV_unknown,group
old,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,27173,,True,TES hit,CC_TES,Ta/TES,TP_L5_00059,9,73,5,31.66642366085902,Ta/TES:31.7,Ta/TES,660.4751823019998,Ta/TES:511; Aluminium:149,149.47627799999998,510.9989043019998,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,31.66642366085902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989043019998,0.0,149.47627799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,32527,,True,TES hit,CC_TES,Ta/TES,TP_L3_00005,9,15,5,33.19047574703307,Ta/TES:33.2,Ta/TES,521.25085585,Ta/TES:511; Aluminium:10.3,10.25187185,510.998984,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,33.19047574703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998984,0.0,10.25187185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,37120,,True,TES hit,CC_TES,Ta/TES,TP_L2_00062,8,7,4,31.34692177730512,Ta/TES:31.3,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,31.34692177730512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,73592,,True,TES hit,CC_TES,Ta/TES,TP_L5_00099,12,19,8,49.21048510478491,Ta/TES:49.2,Ta/TES,519.19715382,Ta/TES:511; Aluminium:8.2,8.19822882,510.998925,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,49.21048510478491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998925,0.0,8.19822882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,27173,,True,TES hit,CC_TES,Ta/TES,TP_L5_00059,9,73,5,31.66642366085902,Ta/TES:31.7,Ta/TES,660.4751823019998,Ta/TES:511; Aluminium:149,149.47627799999998,510.9989043019998,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,31.66642366085902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989043019998,0.0,149.47627799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,32527,,True,TES hit,CC_TES,Ta/TES,TP_L3_00005,9,15,5,33.19047574703307,Ta/TES:33.2,Ta/TES,521.25085585,Ta/TES:511; Aluminium:10.3,10.25187185,510.998984,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,33.19047574703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998984,0.0,10.25187185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,37120,,True,TES hit,CC_TES,Ta/TES,TP_L2_00062,8,7,4,31.34692177730512,Ta/TES:31.3,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,31.34692177730512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,73592,,True,TES hit,CC_TES,Ta/TES,TP_L5_00099,12,19,8,49.21048510478491,Ta/TES:49.2,Ta/TES,519.19715382,Ta/TES:511; Aluminium:8.2,8.19822882,510.998925,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,49.21048510478491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998925,0.0,8.19822882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,27173,,True,TES hit,CC_TES,Ta/TES,TP_L5_00059,9,73,5,31.66642366085902,Ta/TES:31.7,Ta/TES,660.4751823019998,Ta/TES:511; Aluminium:149,149.47627799999998,510.9989043019998,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,31.66642366085902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989043019998,0.0,149.47627799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,32527,,True,TES hit,CC_TES,Ta/TES,TP_L3_00005,9,15,5,33.19047574703307,Ta/TES:33.2,Ta/TES,521.25085585,Ta/TES:511; Aluminium:10.3,10.25187185,510.998984,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,33.19047574703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998984,0.0,10.25187185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,37120,,True,TES hit,CC_TES,Ta/TES,TP_L2_00062,8,7,4,31.34692177730512,Ta/TES:31.3,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,31.34692177730512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep03_part01.inc1.id1.sim.gz,73592,,True,TES hit,CC_TES,Ta/TES,TP_L5_00099,12,19,8,49.21048510478491,Ta/TES:49.2,Ta/TES,519.19715382,Ta/TES:511; Aluminium:8.2,8.19822882,510.998925,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,49.21048510478491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998925,0.0,8.19822882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,27173,,True,TES hit,CC_TES,Ta/TES,TP_L5_00059,9,73,5,31.66642366085902,Ta/TES:31.7,Ta/TES,660.4751823019998,Ta/TES:511; Aluminium:149,149.47627799999998,510.9989043019998,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,31.66642366085902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989043019998,0.0,149.47627799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,32527,,True,TES hit,CC_TES,Ta/TES,TP_L3_00005,9,15,5,33.19047574703307,Ta/TES:33.2,Ta/TES,521.25085585,Ta/TES:511; Aluminium:10.3,10.25187185,510.998984,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,33.19047574703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998984,0.0,10.25187185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,37120,,True,TES hit,CC_TES,Ta/TES,TP_L2_00062,8,7,4,31.34692177730512,Ta/TES:31.3,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,31.34692177730512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,73592,,True,TES hit,CC_TES,Ta/TES,TP_L5_00099,12,19,8,49.21048510478491,Ta/TES:49.2,Ta/TES,519.19715382,Ta/TES:511; Aluminium:8.2,8.19822882,510.998925,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,49.21048510478491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998925,0.0,8.19822882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,27173,,True,TES hit,CC_TES,Ta/TES,TP_L5_00059,9,73,5,31.66642366085902,Ta/TES:31.7,Ta/TES,660.4751823019998,Ta/TES:511; Aluminium:149,149.47627799999998,510.9989043019998,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,31.66642366085902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989043019998,0.0,149.47627799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,32527,,True,TES hit,CC_TES,Ta/TES,TP_L3_00005,9,15,5,33.19047574703307,Ta/TES:33.2,Ta/TES,521.25085585,Ta/TES:511; Aluminium:10.3,10.25187185,510.998984,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,33.19047574703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998984,0.0,10.25187185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,37120,,True,TES hit,CC_TES,Ta/TES,TP_L2_00062,8,7,4,31.34692177730512,Ta/TES:31.3,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,31.34692177730512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,73592,,True,TES hit,CC_TES,Ta/TES,TP_L5_00099,12,19,8,49.21048510478491,Ta/TES:49.2,Ta/TES,519.19715382,Ta/TES:511; Aluminium:8.2,8.19822882,510.998925,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,49.21048510478491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998925,0.0,8.19822882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,1403,,True,TES hit,CC_TES,Ta/TES,TP_L2_00356,7,64,3,35.30400257849555,Ta/TES:35.3,Ta/TES,536.684175858,Ta/TES:511; Aluminium:25.7,25.685289558,510.99888630000004,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,35.30400257849555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99888630000004,0.0,25.685289558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,3380,,True,TES hit,CC_TES,Ta/TES,TP_L1_00342,9,43,5,48.90787349756029,Ta/TES:39.5; other:9.38,other -> Ta/TES,582.22261427,Ta/TES:511; Aluminium:71.2; other:0.0374,71.22366714,510.96151599999996,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,39.52912228080974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.378751216750553,0.0,510.96151599999996,0.0,71.22366714,0.0,0.0,0.0,0.0,0.0,0.0,0.03743113,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,25967,,True,TES hit,CC_TES,Ta/TES,TP_L4_00162,14,19,11,22.286838994145,Ta/TES:19.1; W:3.21,W -> Ta/TES,1023.1188727699999,Ta/TES:511; W:511; CsI:1.12,1.12107277,510.9989,CsI_Active_Shield_Top07,CsI_Active_Shield_Top07,CsI_Active_Shield_Top07,19.074761293321668,0.0,0.0,0.0,3.212077700823332,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,1.12107277,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep06_part01.inc1.id1.sim.gz,29224,,True,TES hit,CC_TES,Ta/TES,TP_L1_00064,11,25,7,46.30423123614761,Ta/TES:46.3,Ta/TES,548.0128772,Ta/TES:511; Aluminium:37,37.0139772,510.9989,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,46.30423123614761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,37.0139772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,5249,,True,TES hit,CC_TES,Ta/TES,TP_L5_00346,8,9,4,27.014135868485504,Ta/TES:27,Ta/TES,512.7871967799999,Ta/TES:511; Aluminium:1.79,1.7882367799999999,510.99895999999995,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,27.014135868485504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99895999999995,0.0,1.7882367799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,10704,,True,TES hit,CC_TES,Ta/TES,TP_L5_00012,7,5,3,36.81961992157516,Ta/TES:36.8,Ta/TES,510.9989,Ta/TES:511,0.0,510.9989,,,,36.81961992157516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,19634,,True,TES hit,CC_TES,Ta/TES,TP_L0_00247,12,35,8,62.507310903479116,Ta/TES:62.5,Ta/TES,532.6061450999999,Ta/TES:511; Aluminium:21.6,21.6072171,510.998928,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,62.507310903479116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.998928,0.0,21.6072171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,22762,,True,TES hit,CC_TES,Ta/TES,TP_L4_00195,8,35,4,29.95566972633758,Ta/TES:30,Ta/TES,578.59942927,Ta/TES:511; Aluminium:67.6,67.60056927000001,510.99886,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,29.95566972633758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99886,0.0,67.60056927000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,18624,,True,TES hit,CC_TES,Ta/TES,TP_L4_00169,9,31,5,62.86311326028698,Ta/TES:62.9,Ta/TES,889.3103125819999,Ta/TES:511; Aluminium:378,378.31138258199996,510.99893,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,62.86311326028698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99893,0.0,378.31138258199996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,22652,,True,TES hit,CC_TES,Ta/TES,TP_L3_00328,7,24,3,29.228633877537245,Ta/TES:29.2,Ta/TES,601.4874749699999,Ta/TES:511; Aluminium:90.5,90.48854497,510.9989299999999,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,29.228633877537245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.9989299999999,0.0,90.48854497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,34722,,True,TES hit,CC_TES,Ta/TES,TP_L2_00127,5,20,1,13.432815791266549,Ta/TES:13.4,Ta/TES,563.92181338,Ta/TES:511; Aluminium:52.9,52.922933379999996,510.99888,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,13.432815791266549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99888,0.0,52.922933379999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
old,selected,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_instant_equiv2602_aligned/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,53287,,True,TES hit,CC_TES,Ta/TES,TP_L1_00369,13,25,9,58.25690670638378,Ta/TES:58.3,Ta/TES,533.2476322000001,Ta/TES:511; Aluminium:22.2,22.248739200000003,510.99889300000007,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,Outer_Al_Mech_Shell,58.25690670638378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99889300000007,0.0,22.248739200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old_selected
current,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,51708,non_window_no_window_disk_intersection,True,TES hit,CC_TES,Ta/TES,TP_L0_00281,17,39,13,47.70659242993342,Ta/TES:47.7,Ta/TES,536.313644717,Ta/TES:511; Copper:24.5; W:0.818,25.314784717,510.99886000000004,Passive_W_Liner_detector_bay_above_side_port,Passive_Cu_Liner_detector_bay_above_side_port,Passive_W_Liner_detector_bay_above_side_port -> Passive_Cu_Liner_detector_bay_above_side_port,47.70659242993342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99886000000004,0.0,0.0,24.496752219999998,0.818032497,0.0,0.0,0.0,0.0,0.0,0.0,current_selected
current,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,84231,non_window_no_window_disk_intersection,True,TES hit,CC_TES,Ta/TES,TP_L2_00149,5,22,1,18.437842186736496,Ta/TES:18.4,Ta/TES,594.831994,Ta/TES:511; Aluminium:83.8,83.833084,510.99891,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,18.437842186736496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99891,0.0,83.833084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_selected
current,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,104848,non_window_no_window_disk_intersection,True,TES hit,CC_TES,Ta/TES,TP_L3_00156,9,48,5,39.39249902507564,Ta/TES:39.4,Ta/TES,542.71451942,Ta/TES:511; Aluminium:31.7,31.71563562,510.99888379999993,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,39.39249902507564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99888379999993,0.0,31.71563562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_selected
current,selected,Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,113651,non_window_no_window_disk_intersection,True,TES hit,CC_TES,Ta/TES,TP_L4_00328,10,25,6,111.56313685863101,Ta/TES:112,Ta/TES,523.2529826,Ta/TES:511; Aluminium:12.3,12.2540576,510.99892500000004,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,111.56313685863101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99892500000004,0.0,12.2540576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_selected
current,selected,Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,/home/ubuntu/TES_511_Balloon/runs/step02_instant_v3p5_centerfinger_fullstat_v2/Background_eplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,36481,non_window_no_window_disk_intersection,True,TES hit,CC_TES,Ta/TES,TP_L1_00292,8,23,4,52.55785818142928,Ta/TES:52.6,Ta/TES,510.99893000000003,Ta/TES:511,0.0,510.99893000000003,,,,52.55785818142928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.99893000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current_selected
