dataset,event_id,primary_energy_keV,depth_from_geoopt_outer_radius_cm,r_cm,z_cm,VN,category,weight
Mass_model_511,464933,1166.09,1.06318520064,26.8368147994,-2.538465,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,360906,1641.53,0.386324505624,27.5136754944,7.157387,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,522473,1574.6,11.2901804684,16.6098195316,-14.66748,CsI_Side_Segment_00,csi,0.125
Mass_model_511,741491,1236.58,6.86605393484,21.0339460652,-9.412166,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,634629,5693.74,19.733265656,8.16673434397,-25.29429,CsI_Side_Segment_00,csi,0.125
Mass_model_511,855473,6891.55,16.8966255589,11.0033744411,-23.3936,CsI_Side_Segment_00,csi,0.125
Mass_model_511,329819,3993.54,10.3666831095,17.5333168905,-7.360433,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
Mass_model_511,707076,1146.08,6.78151344635,21.1184865536,-14.0127,CsI_TopAnnulus_Segment_00,csi,0.125
Mass_model_511,820784,3874.43,3.49574154681,24.4042584532,-6.429573,CsI_TopAnnulus_Segment_01,csi,0.125
Mass_model_511,769547,6764.06,0.326631019384,27.5733689806,-0.4158788,CsI_Side_Segment_05,csi,0.125
Mass_model_511,588950,7065.94,9.74489822093,18.1551017791,0.8507518,ColdPlate_Still_0p7K,cold_plates,0.125
Mass_model_511,167016,804.677,15.8897264129,12.0102735871,-20.00027,CsI_Side_Segment_07,csi,0.125
Mass_model_511,531185,1082.32,5.66491985469,22.2350801453,-7.891466,CsI_TopAnnulus_Segment_01,csi,0.125
Mass_model_511,425303,3605.94,18.0313292745,9.86867072548,-21.42009,CsI_Side_Segment_00,csi,0.125
Mass_model_511,495019,5415.16,2.63685793312,25.2631420669,8.814559,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,742774,4716.1,5.48000833715,22.4199916629,9.728943,CsI_Side_Segment_02,csi,0.125
Mass_model_511,274038,5697.31,19.8410867894,8.05891321061,-24.99323,CsI_Side_Segment_00,csi,0.125
Mass_model_511,894475,6891.55,0.978638296186,26.9213617038,2.977214,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,705055,2792.38,17.3204918598,10.5795081402,-18.35525,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,945112,6590.79,3.60716721952,24.2928327805,-10.83649,CsI_Side_Segment_01,csi,0.125
Mass_model_511,841379,19802.7,13.1924629854,14.7075370146,15.88863,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,outer_mechanics,0.125
Mass_model_511,912853,4873.21,13.4858297451,14.4141702549,-21.17388,CsI_Side_Segment_00,csi,0.125
Mass_model_511,729468,2924.8,9.43217717525,18.4678228248,-12.21946,CsI_TopAnnulus_Segment_07,csi,0.125
Mass_model_511,691955,3116.12,7.95739754251,19.9426024575,-10.48333,CsI_Side_Segment_06,csi,0.125
Mass_model_511,72626,895.246,4.19358366496,23.706416335,-1.92587,CsI_Side_Segment_05,csi,0.125
Mass_model_511,79166,1748.71,12.3607672939,15.5392327061,-21.09458,CsI_Side_Segment_07,csi,0.125
Mass_model_511,97711,7271.44,26.8298192668,1.07018073323,3.452861,DR_MXC_Sinter_HEX_AgProxy,other_internal,0.125
Mass_model_511,378458,6064.98,1.63418858838,26.2658114116,15.1501,DR_Capillary_CuNi_4K_60K,other_internal,0.125
Mass_model_511,232663,1478.73,14.6619959878,13.2380040122,-18.88153,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,598166,738.217,3.18898276948,24.7110172305,-2.005752,CsI_Side_Segment_05,csi,0.125
Mass_model_511,789878,7725.12,0,35.4222966014,-23.19635,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
Mass_model_511,183270,3204.83,10.4162919673,17.4837080327,15.0012,CsI_Side_Segment_04_above_side_port,csi,0.125
Mass_model_511,819091,6641.33,11.7209552185,16.1790447815,-10.28306,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,152507,2901.53,15.0541195135,12.8458804865,-23.22877,CsI_Side_Segment_07,csi,0.125
Mass_model_511,766052,5556.24,15.5585598022,12.3414401978,8.09675,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
Mass_model_511,439123,2765.29,9.30161757656,18.5983824234,-16.95213,CsI_Side_Segment_00,csi,0.125
Mass_model_511,719234,3012.42,5.37553943798,22.524460562,-12.29222,CsI_Side_Segment_01,csi,0.125
Mass_model_511,334807,3099.15,3.38386722224,24.5161327778,-3.982971,CsI_Side_Segment_06,csi,0.125
Mass_model_511,524496,1722.65,8.34983418022,19.5501658198,-10.17973,CsI_TopAnnulus_Segment_00,csi,0.125
Mass_model_511,52834,4358.32,16.2939647518,11.6060352482,-23.87502,CsI_Side_Segment_07,csi,0.125
Mass_model_511,938833,10258.9,6.12127568574,21.7787243143,-11.06656,Vacuum_Jacket_Al_266mmClass_side_port_bottom_cap,outer_mechanics,0.125
Mass_model_511,703547,2898.11,3.4229132434,24.4770867566,-14.01812,CsI_Side_Segment_06,csi,0.125
Mass_model_511,48990,6809.2,2.1186325462,25.7813674538,2.255615,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,232013,65745.4,15.1981423686,12.7018576314,-13.80216,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,608130,1866.64,16.6154319326,11.2845680674,7.501909,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
Mass_model_511,517577,3382.14,15.089611385,12.810388615,-22.08811,CsI_Side_Segment_00,csi,0.125
Mass_model_511,865923,3924.5,4.92185253854,22.9781474615,-4.654184,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,28566,1838.74,9.2553617151,18.6446382849,-12.04452,CsI_TopAnnulus_Segment_00,csi,0.125
Mass_model_511,319201,6891.55,13.9385344381,13.9614655619,-24.12308,CsI_Side_Segment_07,csi,0.125
Mass_model_511,804081,2022.71,2.56041052566,25.3395894743,-8.278026,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,487345,991.545,4.16702117219,23.7329788278,5.191527,CsI_Side_Segment_05,csi,0.125
Mass_model_511,492270,1930.85,11.7281975514,16.1718024486,-17.46421,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,73297,3318.55,1.25664628703,26.643353713,2.165404,CsI_Side_Segment_05,csi,0.125
Mass_model_511,417666,4346.95,1.45035182848,26.4496481715,-7.094687,CsI_Side_Segment_02,csi,0.125
Mass_model_511,877617,510.999,5.96012169175,21.9398783083,11.44564,CsI_Side_Segment_03_above_side_port,csi,0.125
Mass_model_511,586083,2968.21,4.33767071283,23.5623292872,9.426344,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
Mass_model_511,2588,4861.09,7.3619413353,20.5380586647,6.285144,CsI_Side_Segment_05,csi,0.125
Mass_model_511,421546,2262.61,23.0833147456,4.81668525435,-21.26833,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,567371,1304.46,4.71099638078,23.1890036192,10.03206,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
Mass_model_511,722592,2170.17,9.71447957214,18.1855204279,9.944764,ColdPlate_4K,cold_plates,0.125
Mass_model_511,573393,2841.26,2.24782617092,25.6521738291,-7.17012,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,365781,4213.33,2.98522500521,24.9147749948,-11.2612,CsI_Side_Segment_06,csi,0.125
Mass_model_511,440490,3715.07,6.00974878159,21.8902512184,0.5283766,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,518118,1751.94,16.89948076,11.00051924,-14.94837,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,520050,3849,10.7982657741,17.1017342259,25.85212,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
Mass_model_511,466574,2339.3,0.696891494269,27.2031085057,-5.173447,CsI_Side_Segment_05,csi,0.125
Mass_model_511,920188,3638.94,14.1156964134,13.7843035866,-13.66455,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,99224,1259.19,20.4782813265,7.42171867353,-19.12465,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,701152,6355.41,17.5395666023,10.3604333977,-9.951632,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
Mass_model_511,486561,872.159,11.5824094055,16.3175905945,14.18854,CsI_Side_Segment_03_above_side_port,csi,0.125
Mass_model_511,488512,4812.25,8.15460289069,19.7453971093,-16.47278,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,outer_mechanics,0.125
Mass_model_511,228598,1606.75,1.23888262835,26.6611173717,-2.04295,CsI_Side_Segment_05,csi,0.125
Mass_model_511,31083,378.621,16.9017516814,10.9982483186,-17.81086,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,707835,3710.69,6.70742596919,21.1925740308,10.07397,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
Mass_model_511,450713,6891.55,9.36257791007,18.5374220899,15.74113,CsI_Side_Segment_04_above_side_port,csi,0.125
Mass_model_511,314944,1903.28,9.86834729873,18.0316527013,-7.651732,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,165296,1511.93,3.30841842851,24.5915815715,1.024655,CsI_Side_Segment_05,csi,0.125
Mass_model_511,67904,7270.46,16.7629406005,11.1370593995,19.55622,XS400_Group1_SupportRod_4K_to_60K_03,passive_w_or_collimator,0.125
Mass_model_511,319788,5080.53,20.6501557438,7.24984425622,-22.91339,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,491388,870.502,4.82749452488,23.0725054751,2.052398,CsI_Side_Segment_02,csi,0.125
Mass_model_511,471082,2353.61,1.70399698774,26.1960030123,-8.771223,CsI_Side_Segment_05,csi,0.125
Mass_model_511,191605,3486.83,4.25539063556,23.6446093644,-3.781634,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,281796,6891.56,6.07327810045,21.8267218996,13.10863,CsI_Side_Segment_04_rectcut_window_band,csi,0.125
Mass_model_511,470842,784.043,0.761592660169,27.1384073398,2.721456,CsI_Side_Segment_02,csi,0.125
Mass_model_511,484578,3252.52,12.0104930648,15.8895069352,-16.77556,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,274295,3707.91,3.76534534644,24.1346546536,-6.557579,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,428098,7725.12,0,47.7217490254,-23.47239,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
Mass_model_511,197429,1343.13,3.72968306626,24.1703169337,-0.592786,CsI_Side_Segment_01,csi,0.125
Mass_model_511,874637,6891.56,2.90520531058,24.9947946894,5.763208,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,575564,4420.45,8.52015593545,19.3798440646,-10.30633,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,3383,7916.04,17.4949266688,10.4050733312,4.629281,ColdPlate_MXC_50mK_SD_anchor,cold_plates,0.125
Mass_model_511,108423,1132.28,15.5273451795,12.3726548205,-7.906024,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
Mass_model_511,356344,457.176,8.62973051342,19.2702694866,9.312881,CsI_Side_Segment_05,csi,0.125
Mass_model_511,155820,7725.11,0,39.3138438279,40.02224,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
Mass_model_511,760761,651.903,20.2956828524,7.60431714764,-21.47234,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,380926,2028.34,5.3727295135,22.5272704865,-6.706314,CsI_TopAnnulus_Segment_01,csi,0.125
Mass_model_511,948206,2099.63,0,28.1045518309,-1.527386,CsI_Side_Segment_02,csi,0.125
Mass_model_511,311097,3567.94,18.3183739121,9.58162608785,-25.66173,CsI_Side_Segment_07,csi,0.125
Mass_model_511,61418,941.578,9.64645883233,18.2535411677,-10.07659,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,155747,1103.8,11.0143065702,16.8856934298,-6.788672,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,254615,3111.28,6.54646910807,21.3535308919,-9.860865,CsI_Side_Segment_06,csi,0.125
Mass_model_511,787894,288.166,1.79559702205,26.1044029779,-1.260234,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,559331,538.062,10.5402442659,17.3597557341,-15.4288,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,800320,7916.04,3.94701085566,23.9529891443,9.171462,ColdPlate_4K,cold_plates,0.125
Mass_model_511,279640,6494.51,5.46168457219,22.4383154278,-8.512846,CsI_Side_Segment_06,csi,0.125
Mass_model_511,352136,4425.33,8.95232498233,18.9476750177,-17.30834,CsI_Side_Segment_07,csi,0.125
Mass_model_511,931234,2834.17,8.45824157659,19.4417584234,-3.734002,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,548070,578.716,12.3693909829,15.5306090171,-17.72191,CsI_Side_Segment_07,csi,0.125
Mass_model_511,570943,3527.53,5.41046985124,22.4895301488,-13.28436,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,941757,893.297,2.28040422486,25.6195957751,8.898097,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,138077,2689.87,0.0567812618153,27.8432187382,0.8629958,CsI_Side_Segment_05,csi,0.125
Mass_model_511,874368,2460.84,11.2864387696,16.6135612304,17.35139,CsI_TopAnnulus_Segment_04,csi,0.125
Mass_model_511,404875,1001.31,25.6210311902,2.27896880979,2.070256,DR_MXC_Sinter_HEX_AgProxy,other_internal,0.125
Mass_model_511,66439,6891.56,4.11489402125,23.7851059787,7.388775,CsI_Side_Segment_05,csi,0.125
Mass_model_511,604587,1147.7,10.4047120755,17.4952879245,-9.439614,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,800622,4555.59,20.8210894897,7.07891051029,-25.12053,CsI_Side_Segment_00,csi,0.125
Mass_model_511,342486,3658.39,6.86266892521,21.0373310748,-8.017056,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,278858,6660.18,11.0076277054,16.8923722946,-18.796,CsI_Side_Segment_00,csi,0.125
Mass_model_511,944606,6198.04,4.78765532248,23.1123446775,9.712505,CsI_Side_Segment_05,csi,0.125
Mass_model_511,568054,434.483,3.26340558515,24.6365944148,-1.508127,CsI_Side_Segment_02,csi,0.125
Mass_model_511,940691,3588.92,2.71443502904,25.185564971,6.065939,CsI_Side_Segment_05,csi,0.125
Mass_model_511,595827,470.623,21.4523744256,6.4476255744,-16.95857,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,264371,415.141,11.2081620084,16.6918379916,-16.45346,CsI_Side_Segment_06,csi,0.125
Mass_model_511,236726,1265.02,1.42313116024,26.4768688398,22.57323,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
Mass_model_511,870024,1441.28,3.29535924421,24.6046407558,-4.149846,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,324402,3400.93,9.8347978602,18.0652021398,-14.50176,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,748159,1739.7,5.60110068065,22.2988993194,-3.467989,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,798850,359.602,13.9945310764,13.9054689236,19.00724,XS400_Group2_Cu_Coarse_MainVerticalStack_4K60K,passive_w_or_collimator,0.125
Mass_model_511,314168,7725.11,19.539253165,8.36074683496,-26.50599,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,outer_mechanics,0.125
Mass_model_511,903649,6302.58,19.217178557,8.68282144297,-18.99975,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,490707,1035.52,1.36310241659,26.5368975834,7.054876,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,432331,7725.12,3.32896047724,24.5710395228,7.396744,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,outer_mechanics,0.125
Mass_model_511,765903,1091.95,3.34965627637,24.5503437236,-10.32482,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,window,0.125
Mass_model_511,938554,4154.37,11.9061639969,15.9938360031,-7.025321,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,488351,3413.55,25.1591306607,2.74086933929,9.664289,ColdPlate_CP_100mK_intercept,cold_plates,0.125
Mass_model_511,629101,2973.45,8.5263367593,19.3736632407,-15.97163,CsI_TopAnnulus_Segment_07,csi,0.125
Mass_model_511,201244,2612.23,11.507685286,16.392314714,-22.2834,CsI_Side_Segment_00,csi,0.125
Mass_model_511,17215,1497.77,9.63902016931,18.2609798307,-14.95189,CsI_Side_Segment_00,csi,0.125
Mass_model_511,845952,1464.61,13.4744289784,14.4255710216,-7.850212,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
Mass_model_511,398232,297.099,6.86694808961,21.0330519104,14.23349,ColdPlate_4K,cold_plates,0.125
Mass_model_511,478318,958.987,1.68345756673,26.2165424333,5.451239,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,167486,596.011,10.088950298,17.811049702,12.02489,CsI_Side_Segment_02,csi,0.125
Mass_model_511,947555,934.838,5.03206469686,22.8679353031,-2.776998,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,511247,1832.72,2.53023626577,25.3697637342,4.046094,CsI_Side_Segment_05,csi,0.125
Mass_model_511,4754,2682.42,4.36969448769,23.5303055123,10.36066,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,752992,3410.64,15.2643382111,12.6356617889,-21.7499,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,490593,5669.39,10.1211750828,17.7788249172,-15.08483,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,680734,4024.78,4.09922884266,23.8007711573,-7.42081,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,347793,3959.93,5.35718577131,22.5428142287,1.169525,CsI_Side_Segment_02,csi,0.125
Mass_model_511,638179,2103.69,13.3481995168,14.5518004832,-10.63354,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,750112,5026.96,8.96222498805,18.937775012,-16.23424,CsI_Side_Segment_00,csi,0.125
Mass_model_511,582424,13604,1.09245533174,26.8075446683,30.65383,Plate_300K_Top_Service_Lid,other_internal,0.125
Mass_model_511,458068,859.86,2.22226817956,25.6777318204,7.567337,CsI_Side_Segment_04_below_side_port,csi,0.125
Mass_model_511,63304,3308.05,7.2619687601,20.6380312399,-17.4854,CsI_Side_Segment_01,csi,0.125
Mass_model_511,937977,7916.04,12.4182264705,15.4817735295,-2.672489,ColdPlate_CP_100mK_intercept,cold_plates,0.125
Mass_model_511,32913,4772.54,21.98274929,5.91725071003,-1.323848,TP_L0_00372,tes,0.125
Mass_model_511,132584,2640.53,9.63579190996,18.26420809,-11.08864,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,199570,1586.15,16.7963616234,11.1036383766,10.17458,ColdPlate_CP_100mK_intercept,cold_plates,0.125
Mass_model_511,913105,464.934,10.300579312,17.599420688,-12.17395,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,216275,1076.91,7.50762778473,20.3923722153,-18.85363,CsI_Side_Segment_01,csi,0.125
Mass_model_511,65176,2361.11,16.5022791728,11.3977208272,-15.42504,Passive_W_Bottom_Plate_detector_bay,passive_w_or_collimator,0.125
Mass_model_511,126229,18749,0,47.8995727972,-22.86714,NF2_OuterSupport_Al_BaseMountAnnulus,outer_mechanics,0.125
Mass_model_511,225207,1756.34,4.60972395633,23.2902760437,19.81575,XS400_Group2_Cu_Coarse_ServiceCan_60K300K,passive_w_or_collimator,0.125
Mass_model_511,254863,6034.69,4.86045230044,23.0395476996,17.6448,XS400_Group2_Cu_Coarse_TopOpenCollar_4K60K,passive_w_or_collimator,0.125
Mass_model_511,59981,2070.19,7.41307868242,20.4869213176,-13.53822,CsI_TopAnnulus_Segment_07,csi,0.125
Mass_model_511,81892,1302.49,7.06154728756,20.8384527124,-5.177337,CsI_TopAnnulus_Segment_01,csi,0.125
Mass_model_511,631139,283.298,4.29521625894,23.6047837411,-2.515153,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,700601,7725.12,19.2252734342,8.67472656579,-28.62183,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,0.125
Mass_model_511,198680,1551.71,7.27273353629,20.6272664637,-14.37542,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,21439,7725.12,0,40.1568326387,40.04498,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
Mass_model_511,223928,5804.65,11.549636195,16.350363805,2.15581,Cu_50mK_StillLike_Can_bottom_cap_2mm,other_internal,0.125
Mass_model_511,921215,4445.34,16.2831187472,11.6168812528,-20.41163,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,581298,3552.79,4.75782334809,23.1421766519,-9.820919,CsI_Side_Segment_06,csi,0.125
Mass_model_511,545590,804.722,3.93576323489,23.9642367651,11.31671,ColdPlate_4K,cold_plates,0.125
Mass_model_511,597962,303.782,4.41334025808,23.4866597419,-5.869672,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,554842,6383.22,6.37826412832,21.5217358717,-5.623207,CsI_TopAnnulus_Segment_06,csi,0.125
Mass_model_511,699190,428.168,14.3415516287,13.5584483713,-14.96102,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,956184,1903.83,1.79649031631,26.1035096837,6.253016,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,493481,2008.05,4.59010942397,23.309890576,-11.87406,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,579377,70131.1,0.505017799893,27.3949822001,-5.828239,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,outer_mechanics,0.125
Mass_model_511,304709,20063.2,0,38.7201570044,40.18306,NF2_OuterSupport_Al_TopMountAnnulus,outer_mechanics,0.125
Mass_model_511,818447,4279.14,5.47869887598,22.421301124,-10.2767,CsI_Side_Segment_06,csi,0.125
Mass_model_511,374210,2133.83,2.2397810674,25.6602189326,-4.044553,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,658302,2792.31,18.6810104974,9.21898950258,-25.87303,CsI_Side_Segment_00,csi,0.125
Mass_model_511,591672,4890.99,1.74585060014,26.1541493999,-7.428398,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,outer_mechanics,0.125
Mass_model_511,201580,869.748,8.97326373566,18.9267362643,-14.04202,CsI_Side_Segment_07,csi,0.125
Mass_model_511,419735,2575.85,5.69770036467,22.2022996353,-12.57532,CsI_Side_Segment_06,csi,0.125
Mass_model_511,448081,4340.06,6.88015335508,21.0198466449,-10.31771,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,87285,2069.73,8.65240073761,19.2475992624,-20.29538,CsI_Side_Segment_01,csi,0.125
Mass_model_511,232528,1493.57,8.98856870022,18.9114312998,-9.750955,CsI_TopAnnulus_Segment_07,csi,0.125
Mass_model_511,768438,845.99,10.4151811299,17.4848188701,-16.24813,CsI_Side_Segment_01,csi,0.125
Mass_model_511,854910,796.898,4.02171751419,23.8782824858,26.75202,XS400_Group2_Cu_Coarse_OffAxisContactBlock_60K300K,passive_w_or_collimator,0.125
Mass_model_511,17304,1099.74,26.9521703378,0.947829662194,-1.311427,Nb_MagShield_Inner_Cylinder_2mm,other_internal,0.125
Mass_model_511,188508,618.36,8.34020034931,19.5597996507,-13.83984,CsI_Side_Segment_07,csi,0.125
Mass_model_511,358935,1088.84,4.68213426559,23.2178657344,-14.05013,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,0.125
Mass_model_511,456043,7725.11,14.5904175075,13.3095824925,31.26561,Shield_60K_Al_side_window_side_wall_above_side_port,window,0.125
Mass_model_511,39498,120.184,15.0267503524,12.8732496476,19.74581,CsI_TopAnnulus_Segment_03,csi,0.125
Mass_model_511,787427,5598.34,19.1874389462,8.7125610538,-25.63858,CsI_Side_Segment_07,csi,0.125
Mass_model_511,239481,588.472,6.77535741776,21.1246425822,-9.773503,CsI_TopAnnulus_Segment_00,csi,0.125
Mass_model_511,704301,3180.5,3.39141156207,24.5085884379,-11.0391,CsI_Side_Segment_01,csi,0.125
Mass_model_511,728137,328.44,3.07909256991,24.8209074301,-0.806948,CsI_Side_Segment_01,csi,0.125
Mass_model_511,922236,26.2428,3.28935588446,24.6106441155,-5.562243,CsI_Side_Segment_01,csi,0.125
Mass_model_511,755804,4662.69,6.65187902061,21.2481209794,0.3668487,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,32617,5223.94,12.5243152799,15.3756847201,-6.253337,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,952116,1586.2,9.62008042652,18.2799195735,-9.263708,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,381174,2103.88,1.09740845372,26.8025915463,5.171849,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,463712,2878.19,9.1029707162,18.7970292838,-15.29093,CsI_Side_Segment_07,csi,0.125
Mass_model_511,523946,369.631,7.79313763052,20.1068623695,16.24045,XS400_Group2_Cu_Coarse_SideSleeve_4K60K,passive_w_or_collimator,0.125
Mass_model_511,286817,11575.8,7.27240461195,20.627595388,2.992401,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_rectcut_window_band,window,0.125
Mass_model_511,506994,2906.41,12.4171307584,15.4828692416,-18.79975,CsI_Bottom_Quadrant_03,csi,0.125
Mass_model_511,47183,6940.83,11.6162471904,16.2837528096,-16.22644,CsI_Side_Segment_07,csi,0.125
Mass_model_511,388015,469.989,2.70694246109,25.1930575389,6.246446,CsI_Side_Segment_03_below_side_port,csi,0.125
Mass_model_511,237260,3062.1,3.05710591378,24.8428940862,-2.688915,CsI_Bottom_Quadrant_01,csi,0.125
Mass_model_511,822119,6891.55,3.23946965508,24.6605303449,3.294476,CsI_Side_Segment_05,csi,0.125
Mass_model_511,641832,4129.72,0,28.1691049573,2.001897,CsI_Side_Segment_02,csi,0.125
Mass_model_511,787863,510.999,6.57238073071,21.3276192693,0.06533443,CsI_Side_Segment_02,csi,0.125
Mass_model_511,319969,2593.86,4.72590989955,23.1740901005,-8.265412,CsI_Side_Segment_01,csi,0.125
Mass_model_511,512398,4822.42,9.55666347557,18.3433365244,14.37185,CsI_Side_Segment_03_above_side_port,csi,0.125
Mass_model_511,766150,7725.11,1.98496788216,25.9150321178,4.056611,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,outer_mechanics,0.125
Mass_model_511,743290,2832.17,7.39166967968,20.5083303203,-13.72177,CsI_TopAnnulus_Segment_07,csi,0.125
Mass_model_511,671357,459.762,5.49126439869,22.4087356013,0.5554859,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,621837,921.042,12.9731426396,14.9268573604,-21.18957,CsI_Side_Segment_07,csi,0.125
Mass_model_511,218032,781.21,21.5536654245,6.34633457554,8.224336,ColdPlate_CP_100mK_intercept,cold_plates,0.125
Mass_model_511,177194,7725.11,25.8805282199,2.01947178008,27.1483,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,0.125
Mass_model_511,37624,2387.22,17.7316837813,10.1683162187,-20.47647,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,339875,775.092,25.5115578297,2.38844217031,-23.22066,CsI_Bottom_Quadrant_00,csi,0.125
Mass_model_511,835165,4090.07,11.6097385294,16.2902614706,17.48273,CsI_Side_Segment_04_above_side_port,csi,0.125
Mass_model_511,796971,3246.61,12.5920690002,15.3079309998,-13.51788,CsI_Bottom_Quadrant_02,csi,0.125
Mass_model_511,187831,2549.44,6.77436976487,21.1256302351,-7.619314,CsI_Bottom_Quadrant_02,csi,0.125
