dataset,depth_bin_lo_cm,depth_bin_hi_cm,log10_energy_bin_lo_keV,log10_energy_bin_hi_keV,weighted_rpip_points,raw_rpip_points
geo_opt_s1_bpe_w5,25,25.5,1.2,1.4,0.125,1
geo_opt_s1_bpe_w5,25,25.5,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,25,25.5,1.8,2,0.625,5
geo_opt_s1_bpe_w5,25,25.5,2,2.2,1.5,12
geo_opt_s1_bpe_w5,25,25.5,2.2,2.4,2.875,23
geo_opt_s1_bpe_w5,25,25.5,2.4,2.6,5.875,47
geo_opt_s1_bpe_w5,25,25.5,2.6,2.8,10.75,86
geo_opt_s1_bpe_w5,25,25.5,2.8,3,9,72
geo_opt_s1_bpe_w5,25,25.5,3,3.2,13,104
geo_opt_s1_bpe_w5,25,25.5,3.2,3.4,20.25,162
geo_opt_s1_bpe_w5,25,25.5,3.4,3.6,19.625,157
geo_opt_s1_bpe_w5,25,25.5,3.6,3.8,19,152
geo_opt_s1_bpe_w5,25,25.5,3.8,4,14,112
geo_opt_s1_bpe_w5,25,25.5,4,4.2,2.5,20
geo_opt_s1_bpe_w5,25,25.5,4.2,4.4,0.75,6
geo_opt_s1_bpe_w5,25,25.5,4.4,4.6,0.375,3
geo_opt_s1_bpe_w5,25,25.5,4.6,4.8,0.375,3
geo_opt_s1_bpe_w5,25,25.5,4.8,5,0.125,1
geo_opt_s1_bpe_w5,25,25.5,5,5.2,0.25,2
geo_opt_s1_bpe_w5,25,25.5,5.2,5.4,0.25,2
geo_opt_s1_bpe_w5,25,25.5,5.4,5.6,0.25,2
geo_opt_s1_bpe_w5,25.5,26,0,0.2,0.125,1
geo_opt_s1_bpe_w5,25.5,26,1.6,1.8,0.125,1
geo_opt_s1_bpe_w5,25.5,26,1.8,2,0.5,4
geo_opt_s1_bpe_w5,25.5,26,2,2.2,1.75,14
geo_opt_s1_bpe_w5,25.5,26,2.2,2.4,2.375,19
geo_opt_s1_bpe_w5,25.5,26,2.4,2.6,4.25,34
geo_opt_s1_bpe_w5,25.5,26,2.6,2.8,8.25,66
geo_opt_s1_bpe_w5,25.5,26,2.8,3,9.5,76
geo_opt_s1_bpe_w5,25.5,26,3,3.2,9.125,73
geo_opt_s1_bpe_w5,25.5,26,3.2,3.4,15,120
geo_opt_s1_bpe_w5,25.5,26,3.4,3.6,18.625,149
geo_opt_s1_bpe_w5,25.5,26,3.6,3.8,17.375,139
geo_opt_s1_bpe_w5,25.5,26,3.8,4,12.25,98
geo_opt_s1_bpe_w5,25.5,26,4,4.2,2.375,19
geo_opt_s1_bpe_w5,25.5,26,4.2,4.4,1.25,10
geo_opt_s1_bpe_w5,25.5,26,4.4,4.6,0.5,4
geo_opt_s1_bpe_w5,25.5,26,4.6,4.8,0.375,3
geo_opt_s1_bpe_w5,25.5,26,4.8,5,0.375,3
geo_opt_s1_bpe_w5,25.5,26,5,5.2,0.125,1
geo_opt_s1_bpe_w5,25.5,26,5.2,5.4,0.375,3
geo_opt_s1_bpe_w5,25.5,26,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,25.5,26,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,26,26.5,0.6,0.8,0.125,1
geo_opt_s1_bpe_w5,26,26.5,1.8,2,0.375,3
geo_opt_s1_bpe_w5,26,26.5,2,2.2,0.625,5
geo_opt_s1_bpe_w5,26,26.5,2.2,2.4,0.875,7
geo_opt_s1_bpe_w5,26,26.5,2.4,2.6,3.125,25
geo_opt_s1_bpe_w5,26,26.5,2.6,2.8,6,48
geo_opt_s1_bpe_w5,26,26.5,2.8,3,6.25,50
geo_opt_s1_bpe_w5,26,26.5,3,3.2,5.875,47
geo_opt_s1_bpe_w5,26,26.5,3.2,3.4,12,96
geo_opt_s1_bpe_w5,26,26.5,3.4,3.6,11.375,91
geo_opt_s1_bpe_w5,26,26.5,3.6,3.8,12.125,97
geo_opt_s1_bpe_w5,26,26.5,3.8,4,7.5,60
geo_opt_s1_bpe_w5,26,26.5,4,4.2,0.75,6
geo_opt_s1_bpe_w5,26,26.5,4.2,4.4,0.625,5
geo_opt_s1_bpe_w5,26,26.5,4.4,4.6,0.375,3
geo_opt_s1_bpe_w5,26,26.5,4.6,4.8,0.625,5
geo_opt_s1_bpe_w5,26,26.5,4.8,5,0.125,1
geo_opt_s1_bpe_w5,26,26.5,5,5.2,0.125,1
geo_opt_s1_bpe_w5,26,26.5,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,26,26.5,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,26.5,27,1.4,1.6,0.125,1
geo_opt_s1_bpe_w5,26.5,27,1.8,2,0.125,1
geo_opt_s1_bpe_w5,26.5,27,2,2.2,0.875,7
geo_opt_s1_bpe_w5,26.5,27,2.2,2.4,1.375,11
geo_opt_s1_bpe_w5,26.5,27,2.4,2.6,2.625,21
geo_opt_s1_bpe_w5,26.5,27,2.6,2.8,6.25,50
geo_opt_s1_bpe_w5,26.5,27,2.8,3,4.125,33
geo_opt_s1_bpe_w5,26.5,27,3,3.2,5.875,47
geo_opt_s1_bpe_w5,26.5,27,3.2,3.4,6.875,55
geo_opt_s1_bpe_w5,26.5,27,3.4,3.6,8.75,70
geo_opt_s1_bpe_w5,26.5,27,3.6,3.8,9.375,75
geo_opt_s1_bpe_w5,26.5,27,3.8,4,5.5,44
geo_opt_s1_bpe_w5,26.5,27,4,4.2,0.625,5
geo_opt_s1_bpe_w5,26.5,27,4.2,4.4,0.25,2
geo_opt_s1_bpe_w5,26.5,27,4.4,4.6,0.25,2
geo_opt_s1_bpe_w5,26.5,27,4.6,4.8,0.375,3
geo_opt_s1_bpe_w5,26.5,27,4.8,5,0.125,1
geo_opt_s1_bpe_w5,26.5,27,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,26.5,27,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,27,27.5,1.8,2,0.125,1
geo_opt_s1_bpe_w5,27,27.5,2,2.2,0.5,4
geo_opt_s1_bpe_w5,27,27.5,2.2,2.4,0.125,1
geo_opt_s1_bpe_w5,27,27.5,2.4,2.6,1.75,14
geo_opt_s1_bpe_w5,27,27.5,2.6,2.8,2.625,21
geo_opt_s1_bpe_w5,27,27.5,2.8,3,2.5,20
geo_opt_s1_bpe_w5,27,27.5,3,3.2,2.25,18
geo_opt_s1_bpe_w5,27,27.5,3.2,3.4,4,32
geo_opt_s1_bpe_w5,27,27.5,3.4,3.6,5.125,41
geo_opt_s1_bpe_w5,27,27.5,3.6,3.8,4.625,37
geo_opt_s1_bpe_w5,27,27.5,3.8,4,3.125,25
geo_opt_s1_bpe_w5,27,27.5,4,4.2,0.75,6
geo_opt_s1_bpe_w5,27,27.5,4.2,4.4,0.125,1
geo_opt_s1_bpe_w5,27,27.5,4.4,4.6,0.125,1
geo_opt_s1_bpe_w5,27,27.5,5.4,5.6,0.125,1
geo_opt_s1_bpe_w5,27,27.5,5.6,5.8,0.125,1
geo_opt_s1_bpe_w5,27.5,28,2,2.2,0.25,2
geo_opt_s1_bpe_w5,27.5,28,2.2,2.4,0.125,1
geo_opt_s1_bpe_w5,27.5,28,2.4,2.6,0.25,2
geo_opt_s1_bpe_w5,27.5,28,2.6,2.8,0.125,1
geo_opt_s1_bpe_w5,27.5,28,2.8,3,0.25,2
geo_opt_s1_bpe_w5,27.5,28,3,3.2,0.5,4
geo_opt_s1_bpe_w5,27.5,28,3.2,3.4,0.375,3
geo_opt_s1_bpe_w5,27.5,28,3.4,3.6,1.125,9
geo_opt_s1_bpe_w5,27.5,28,3.6,3.8,1.25,10
geo_opt_s1_bpe_w5,27.5,28,3.8,4,0.75,6
geo_opt_s1_bpe_w5,27.5,28,4,4.2,0.25,2
Mass_model_511,0,0.5,1.4,1.6,5.5,44
Mass_model_511,0,0.5,1.6,1.8,1,8
Mass_model_511,0,0.5,1.8,2,2.25,18
Mass_model_511,0,0.5,2,2.2,7.5,60
Mass_model_511,0,0.5,2.2,2.4,14,112
Mass_model_511,0,0.5,2.4,2.6,27.625,221
Mass_model_511,0,0.5,2.6,2.8,50.75,406
Mass_model_511,0,0.5,2.8,3,58,464
Mass_model_511,0,0.5,3,3.2,75.25,602
Mass_model_511,0,0.5,3.2,3.4,119.875,959
Mass_model_511,0,0.5,3.4,3.6,236.5,1892
Mass_model_511,0,0.5,3.6,3.8,345.75,2766
Mass_model_511,0,0.5,3.8,4,1029.625,8237
Mass_model_511,0,0.5,4,4.2,349.25,2794
Mass_model_511,0,0.5,4.2,4.4,150.375,1203
Mass_model_511,0,0.5,4.4,4.6,24.875,199
Mass_model_511,0,0.5,4.6,4.8,8.5,68
Mass_model_511,0,0.5,4.8,5,7.875,63
Mass_model_511,0,0.5,5,5.2,8.5,68
Mass_model_511,0,0.5,5.2,5.4,5.125,41
Mass_model_511,0,0.5,5.4,5.6,6.375,51
Mass_model_511,0,0.5,5.6,5.8,6.25,50
Mass_model_511,0,0.5,5.8,6,2.125,17
Mass_model_511,0.5,1,1.4,1.6,0.125,1
Mass_model_511,0.5,1,1.6,1.8,0.125,1
Mass_model_511,0.5,1,1.8,2,0.25,2
Mass_model_511,0.5,1,2,2.2,2.125,17
Mass_model_511,0.5,1,2.2,2.4,6.5,52
Mass_model_511,0.5,1,2.4,2.6,10.625,85
Mass_model_511,0.5,1,2.6,2.8,19.375,155
Mass_model_511,0.5,1,2.8,3,23.375,187
Mass_model_511,0.5,1,3,3.2,29.5,236
Mass_model_511,0.5,1,3.2,3.4,51.5,412
Mass_model_511,0.5,1,3.4,3.6,92,736
Mass_model_511,0.5,1,3.6,3.8,103.875,831
Mass_model_511,0.5,1,3.8,4,61.625,493
Mass_model_511,0.5,1,4,4.2,9.5,76
Mass_model_511,0.5,1,4.2,4.4,1.875,15
Mass_model_511,0.5,1,4.4,4.6,0.625,5
Mass_model_511,0.5,1,4.6,4.8,0.75,6
Mass_model_511,0.5,1,4.8,5,0.625,5
Mass_model_511,0.5,1,5,5.2,0.5,4
Mass_model_511,0.5,1,5.2,5.4,0.125,1
Mass_model_511,0.5,1,5.4,5.6,0.625,5
Mass_model_511,0.5,1,5.6,5.8,0.5,4
Mass_model_511,1,1.5,1.6,1.8,0.375,3
Mass_model_511,1,1.5,1.8,2,1,8
Mass_model_511,1,1.5,2,2.2,3.75,30
Mass_model_511,1,1.5,2.2,2.4,10.125,81
Mass_model_511,1,1.5,2.4,2.6,13.625,109
Mass_model_511,1,1.5,2.6,2.8,27.875,223
Mass_model_511,1,1.5,2.8,3,31.375,251
Mass_model_511,1,1.5,3,3.2,43.875,351
Mass_model_511,1,1.5,3.2,3.4,76.625,613
Mass_model_511,1,1.5,3.4,3.6,128.25,1026
Mass_model_511,1,1.5,3.6,3.8,140.125,1121
Mass_model_511,1,1.5,3.8,4,78.625,629
Mass_model_511,1,1.5,4,4.2,10.25,82
Mass_model_511,1,1.5,4.2,4.4,4.625,37
Mass_model_511,1,1.5,4.4,4.6,1,8
Mass_model_511,1,1.5,4.6,4.8,0.875,7
Mass_model_511,1,1.5,4.8,5,0.75,6
Mass_model_511,1,1.5,5,5.2,0.375,3
Mass_model_511,1,1.5,5.2,5.4,1.125,9
Mass_model_511,1,1.5,5.4,5.6,1.375,11
Mass_model_511,1,1.5,5.6,5.8,0.125,1
Mass_model_511,1.5,2,1.2,1.4,0.125,1
Mass_model_511,1.5,2,1.4,1.6,0.25,2
Mass_model_511,1.5,2,1.8,2,1.625,13
Mass_model_511,1.5,2,2,2.2,5,40
Mass_model_511,1.5,2,2.2,2.4,12.75,102
Mass_model_511,1.5,2,2.4,2.6,19.5,156
Mass_model_511,1.5,2,2.6,2.8,38.375,307
Mass_model_511,1.5,2,2.8,3,41.5,332
Mass_model_511,1.5,2,3,3.2,60.75,486
Mass_model_511,1.5,2,3.2,3.4,99.25,794
Mass_model_511,1.5,2,3.4,3.6,162.375,1299
Mass_model_511,1.5,2,3.6,3.8,177,1416
Mass_model_511,1.5,2,3.8,4,102.5,820
Mass_model_511,1.5,2,4,4.2,14.25,114
Mass_model_511,1.5,2,4.2,4.4,5.375,43
Mass_model_511,1.5,2,4.4,4.6,1.375,11
Mass_model_511,1.5,2,4.6,4.8,0.75,6
Mass_model_511,1.5,2,4.8,5,0.75,6
Mass_model_511,1.5,2,5,5.2,1,8
Mass_model_511,1.5,2,5.2,5.4,1.125,9
Mass_model_511,1.5,2,5.4,5.6,0.375,3
Mass_model_511,1.5,2,5.6,5.8,0.375,3
Mass_model_511,1.5,2,5.8,6,0.125,1
Mass_model_511,2,2.5,1.4,1.6,0.125,1
Mass_model_511,2,2.5,1.6,1.8,0.5,4
Mass_model_511,2,2.5,1.8,2,2.5,20
Mass_model_511,2,2.5,2,2.2,8.25,66
Mass_model_511,2,2.5,2.2,2.4,14.625,117
Mass_model_511,2,2.5,2.4,2.6,24.625,197
Mass_model_511,2,2.5,2.6,2.8,51.875,415
Mass_model_511,2,2.5,2.8,3,54.875,439
Mass_model_511,2,2.5,3,3.2,82,656
Mass_model_511,2,2.5,3.2,3.4,125.125,1001
Mass_model_511,2,2.5,3.4,3.6,202.375,1619
Mass_model_511,2,2.5,3.6,3.8,208.375,1667
Mass_model_511,2,2.5,3.8,4,122.125,977
Mass_model_511,2,2.5,4,4.2,14.125,113
Mass_model_511,2,2.5,4.2,4.4,6.75,54
Mass_model_511,2,2.5,4.4,4.6,1.375,11
Mass_model_511,2,2.5,4.6,4.8,0.625,5
Mass_model_511,2,2.5,4.8,5,0.875,7
Mass_model_511,2,2.5,5,5.2,0.375,3
Mass_model_511,2,2.5,5.2,5.4,1.5,12
Mass_model_511,2,2.5,5.4,5.6,1.375,11
Mass_model_511,2,2.5,5.6,5.8,0.5,4
Mass_model_511,2.5,3,1.4,1.6,0.25,2
Mass_model_511,2.5,3,1.6,1.8,0.125,1
Mass_model_511,2.5,3,1.8,2,1.875,15
Mass_model_511,2.5,3,2,2.2,9.5,76
Mass_model_511,2.5,3,2.2,2.4,20.125,161
Mass_model_511,2.5,3,2.4,2.6,36.5,292
Mass_model_511,2.5,3,2.6,2.8,72.75,582
Mass_model_511,2.5,3,2.8,3,72.875,583
Mass_model_511,2.5,3,3,3.2,108.875,871
Mass_model_511,2.5,3,3.2,3.4,175.375,1403
Mass_model_511,2.5,3,3.4,3.6,282.375,2259
Mass_model_511,2.5,3,3.6,3.8,301.5,2412
Mass_model_511,2.5,3,3.8,4,143,1144
Mass_model_511,2.5,3,4,4.2,17.25,138
Mass_model_511,2.5,3,4.2,4.4,7.625,61
Mass_model_511,2.5,3,4.4,4.6,2.25,18
Mass_model_511,2.5,3,4.6,4.8,1.125,9
Mass_model_511,2.5,3,4.8,5,1.125,9
Mass_model_511,2.5,3,5,5.2,0.875,7
Mass_model_511,2.5,3,5.2,5.4,0.875,7
Mass_model_511,2.5,3,5.4,5.6,0.625,5
Mass_model_511,2.5,3,5.6,5.8,1.25,10
Mass_model_511,2.5,3,5.8,6,0.125,1
Mass_model_511,3,3.5,1.4,1.6,0.75,6
Mass_model_511,3,3.5,1.6,1.8,0.125,1
Mass_model_511,3,3.5,1.8,2,2.75,22
Mass_model_511,3,3.5,2,2.2,9.375,75
Mass_model_511,3,3.5,2.2,2.4,22.5,180
Mass_model_511,3,3.5,2.4,2.6,43.25,346
Mass_model_511,3,3.5,2.6,2.8,77.25,618
Mass_model_511,3,3.5,2.8,3,89,712
Mass_model_511,3,3.5,3,3.2,126.875,1015
Mass_model_511,3,3.5,3.2,3.4,201.25,1610
Mass_model_511,3,3.5,3.4,3.6,321.625,2573
Mass_model_511,3,3.5,3.6,3.8,316.375,2531
Mass_model_511,3,3.5,3.8,4,159.125,1273
Mass_model_511,3,3.5,4,4.2,17.125,137
Mass_model_511,3,3.5,4.2,4.4,7.875,63
Mass_model_511,3,3.5,4.4,4.6,1.375,11
Mass_model_511,3,3.5,4.6,4.8,1.625,13
Mass_model_511,3,3.5,4.8,5,1.5,12
Mass_model_511,3,3.5,5,5.2,1,8
Mass_model_511,3,3.5,5.2,5.4,2.375,19
Mass_model_511,3,3.5,5.4,5.6,1,8
Mass_model_511,3,3.5,5.6,5.8,0.75,6
Mass_model_511,3.5,4,1.4,1.6,0.5,4
Mass_model_511,3.5,4,1.6,1.8,0.125,1
Mass_model_511,3.5,4,1.8,2,2.875,23
Mass_model_511,3.5,4,2,2.2,11.375,91
Mass_model_511,3.5,4,2.2,2.4,22.625,181
Mass_model_511,3.5,4,2.4,2.6,45.875,367
Mass_model_511,3.5,4,2.6,2.8,86.125,689
Mass_model_511,3.5,4,2.8,3,97.375,779
Mass_model_511,3.5,4,3,3.2,138.125,1105
Mass_model_511,3.5,4,3.2,3.4,223.75,1790
Mass_model_511,3.5,4,3.4,3.6,329.625,2637
Mass_model_511,3.5,4,3.6,3.8,308.5,2468
Mass_model_511,3.5,4,3.8,4,155.5,1244
Mass_model_511,3.5,4,4,4.2,17.625,141
Mass_model_511,3.5,4,4.2,4.4,7.25,58
Mass_model_511,3.5,4,4.4,4.6,2.5,20
Mass_model_511,3.5,4,4.6,4.8,1.25,10
Mass_model_511,3.5,4,4.8,5,1.25,10
Mass_model_511,3.5,4,5,5.2,1,8
Mass_model_511,3.5,4,5.2,5.4,1.75,14
Mass_model_511,3.5,4,5.4,5.6,2.125,17
Mass_model_511,3.5,4,5.6,5.8,1.125,9
Mass_model_511,3.5,4,5.8,6,0.25,2
Mass_model_511,4,4.5,1.4,1.6,0.25,2
Mass_model_511,4,4.5,1.6,1.8,0.75,6
Mass_model_511,4,4.5,1.8,2,2.5,20
Mass_model_511,4,4.5,2,2.2,9.75,78
Mass_model_511,4,4.5,2.2,2.4,24.75,198
Mass_model_511,4,4.5,2.4,2.6,51.25,410
Mass_model_511,4,4.5,2.6,2.8,96.625,773
Mass_model_511,4,4.5,2.8,3,99.375,795
Mass_model_511,4,4.5,3,3.2,143.875,1151
Mass_model_511,4,4.5,3.2,3.4,210.75,1686
Mass_model_511,4,4.5,3.4,3.6,325.25,2602
Mass_model_511,4,4.5,3.6,3.8,295.125,2361
Mass_model_511,4,4.5,3.8,4,151.625,1213
Mass_model_511,4,4.5,4,4.2,18,144
Mass_model_511,4,4.5,4.2,4.4,5.25,42
Mass_model_511,4,4.5,4.4,4.6,2.25,18
Mass_model_511,4,4.5,4.6,4.8,2.5,20
Mass_model_511,4,4.5,4.8,5,1.375,11
Mass_model_511,4,4.5,5,5.2,3,24
Mass_model_511,4,4.5,5.2,5.4,2.625,21
Mass_model_511,4,4.5,5.4,5.6,2.625,21
Mass_model_511,4,4.5,5.6,5.8,0.625,5
Mass_model_511,4,4.5,5.8,6,0.25,2
Mass_model_511,4.5,5,1.2,1.4,0.125,1
Mass_model_511,4.5,5,1.4,1.6,0.25,2
Mass_model_511,4.5,5,1.6,1.8,0.125,1
Mass_model_511,4.5,5,1.8,2,2.625,21
Mass_model_511,4.5,5,2,2.2,13,104
Mass_model_511,4.5,5,2.2,2.4,26,208
Mass_model_511,4.5,5,2.4,2.6,49,392
Mass_model_511,4.5,5,2.6,2.8,102.875,823
Mass_model_511,4.5,5,2.8,3,102.875,823
Mass_model_511,4.5,5,3,3.2,152.875,1223
Mass_model_511,4.5,5,3.2,3.4,226.25,1810
Mass_model_511,4.5,5,3.4,3.6,327.625,2621
Mass_model_511,4.5,5,3.6,3.8,311.625,2493
Mass_model_511,4.5,5,3.8,4,148.25,1186
Mass_model_511,4.5,5,4,4.2,21.5,172
Mass_model_511,4.5,5,4.2,4.4,5.5,44
Mass_model_511,4.5,5,4.4,4.6,3.75,30
Mass_model_511,4.5,5,4.6,4.8,2.375,19
Mass_model_511,4.5,5,4.8,5,2.75,22
Mass_model_511,4.5,5,5,5.2,1.25,10
Mass_model_511,4.5,5,5.2,5.4,1.375,11
Mass_model_511,4.5,5,5.4,5.6,2,16
Mass_model_511,4.5,5,5.6,5.8,0.625,5
Mass_model_511,4.5,5,5.8,6,0.125,1
Mass_model_511,5,5.5,1.4,1.6,0.25,2
Mass_model_511,5,5.5,1.6,1.8,0.5,4
Mass_model_511,5,5.5,1.8,2,3.125,25
Mass_model_511,5,5.5,2,2.2,11.5,92
Mass_model_511,5,5.5,2.2,2.4,31.625,253
Mass_model_511,5,5.5,2.4,2.6,54.75,438
Mass_model_511,5,5.5,2.6,2.8,100.5,804
Mass_model_511,5,5.5,2.8,3,112.625,901
Mass_model_511,5,5.5,3,3.2,157.625,1261
Mass_model_511,5,5.5,3.2,3.4,220.875,1767
Mass_model_511,5,5.5,3.4,3.6,328,2624
Mass_model_511,5,5.5,3.6,3.8,287,2296
Mass_model_511,5,5.5,3.8,4,143.125,1145
Mass_model_511,5,5.5,4,4.2,16.375,131
Mass_model_511,5,5.5,4.2,4.4,8.375,67
Mass_model_511,5,5.5,4.4,4.6,1.625,13
Mass_model_511,5,5.5,4.6,4.8,1.75,14
Mass_model_511,5,5.5,4.8,5,1.5,12
Mass_model_511,5,5.5,5,5.2,2,16
Mass_model_511,5,5.5,5.2,5.4,3.125,25
Mass_model_511,5,5.5,5.4,5.6,1.875,15
Mass_model_511,5,5.5,5.6,5.8,1.125,9
Mass_model_511,5,5.5,5.8,6,0.125,1
Mass_model_511,5.5,6,1.4,1.6,0.25,2
Mass_model_511,5.5,6,1.6,1.8,0.375,3
Mass_model_511,5.5,6,1.8,2,3.375,27
Mass_model_511,5.5,6,2,2.2,10.125,81
Mass_model_511,5.5,6,2.2,2.4,25.375,203
Mass_model_511,5.5,6,2.4,2.6,51.75,414
Mass_model_511,5.5,6,2.6,2.8,100.5,804
Mass_model_511,5.5,6,2.8,3,107.75,862
Mass_model_511,5.5,6,3,3.2,162.5,1300
Mass_model_511,5.5,6,3.2,3.4,227.75,1822
Mass_model_511,5.5,6,3.4,3.6,320.5,2564
Mass_model_511,5.5,6,3.6,3.8,296.25,2370
Mass_model_511,5.5,6,3.8,4,143.375,1147
Mass_model_511,5.5,6,4,4.2,14.25,114
Mass_model_511,5.5,6,4.2,4.4,6.125,49
Mass_model_511,5.5,6,4.4,4.6,2.75,22
Mass_model_511,5.5,6,4.6,4.8,2.25,18
Mass_model_511,5.5,6,4.8,5,2,16
Mass_model_511,5.5,6,5,5.2,1.625,13
Mass_model_511,5.5,6,5.2,5.4,1.5,12
Mass_model_511,5.5,6,5.4,5.6,3,24
Mass_model_511,5.5,6,5.6,5.8,0.875,7
Mass_model_511,6,6.5,1,1.2,0.125,1
Mass_model_511,6,6.5,1.2,1.4,0.125,1
Mass_model_511,6,6.5,1.4,1.6,0.375,3
Mass_model_511,6,6.5,1.6,1.8,0.25,2
Mass_model_511,6,6.5,1.8,2,3,24
Mass_model_511,6,6.5,2,2.2,14,112
Mass_model_511,6,6.5,2.2,2.4,27,216
Mass_model_511,6,6.5,2.4,2.6,49.75,398
Mass_model_511,6,6.5,2.6,2.8,103.5,828
Mass_model_511,6,6.5,2.8,3,113.375,907
Mass_model_511,6,6.5,3,3.2,153.5,1228
Mass_model_511,6,6.5,3.2,3.4,222,1776
Mass_model_511,6,6.5,3.4,3.6,328.375,2627
Mass_model_511,6,6.5,3.6,3.8,295.375,2363
Mass_model_511,6,6.5,3.8,4,141.25,1130
Mass_model_511,6,6.5,4,4.2,17,136
Mass_model_511,6,6.5,4.2,4.4,7.625,61
Mass_model_511,6,6.5,4.4,4.6,2.625,21
Mass_model_511,6,6.5,4.6,4.8,1.375,11
Mass_model_511,6,6.5,4.8,5,1.625,13
Mass_model_511,6,6.5,5,5.2,1.625,13
Mass_model_511,6,6.5,5.2,5.4,1.625,13
Mass_model_511,6,6.5,5.4,5.6,2.125,17
Mass_model_511,6,6.5,5.6,5.8,2.125,17
Mass_model_511,6.5,7,1.4,1.6,0.125,1
Mass_model_511,6.5,7,1.6,1.8,0.25,2
Mass_model_511,6.5,7,1.8,2,4.375,35
Mass_model_511,6.5,7,2,2.2,11.75,94
Mass_model_511,6.5,7,2.2,2.4,29.875,239
Mass_model_511,6.5,7,2.4,2.6,56.375,451
Mass_model_511,6.5,7,2.6,2.8,103.25,826
Mass_model_511,6.5,7,2.8,3,106.25,850
Mass_model_511,6.5,7,3,3.2,153.875,1231
Mass_model_511,6.5,7,3.2,3.4,227.875,1823
Mass_model_511,6.5,7,3.4,3.6,305.75,2446
Mass_model_511,6.5,7,3.6,3.8,286.375,2291
Mass_model_511,6.5,7,3.8,4,139.25,1114
Mass_model_511,6.5,7,4,4.2,14.75,118
Mass_model_511,6.5,7,4.2,4.4,6.25,50
Mass_model_511,6.5,7,4.4,4.6,2.375,19
Mass_model_511,6.5,7,4.6,4.8,2.75,22
Mass_model_511,6.5,7,4.8,5,1.25,10
Mass_model_511,6.5,7,5,5.2,0.625,5
Mass_model_511,6.5,7,5.2,5.4,2,16
Mass_model_511,6.5,7,5.4,5.6,2.875,23
Mass_model_511,6.5,7,5.6,5.8,1.125,9
Mass_model_511,6.5,7,5.8,6,0.125,1
Mass_model_511,7,7.5,1.4,1.6,0.375,3
Mass_model_511,7,7.5,1.6,1.8,0.125,1
Mass_model_511,7,7.5,1.8,2,2.875,23
Mass_model_511,7,7.5,2,2.2,10.625,85
Mass_model_511,7,7.5,2.2,2.4,23.5,188
Mass_model_511,7,7.5,2.4,2.6,42.25,338
Mass_model_511,7,7.5,2.6,2.8,85.5,684
Mass_model_511,7,7.5,2.8,3,88.25,706
Mass_model_511,7,7.5,3,3.2,128.625,1029
Mass_model_511,7,7.5,3.2,3.4,199.875,1599
Mass_model_511,7,7.5,3.4,3.6,287.625,2301
Mass_model_511,7,7.5,3.6,3.8,270.625,2165
Mass_model_511,7,7.5,3.8,4,128.125,1025
Mass_model_511,7,7.5,4,4.2,13.625,109
Mass_model_511,7,7.5,4.2,4.4,5.875,47
Mass_model_511,7,7.5,4.4,4.6,2.125,17
Mass_model_511,7,7.5,4.6,4.8,2,16
Mass_model_511,7,7.5,4.8,5,1.75,14
Mass_model_511,7,7.5,5,5.2,1.375,11
Mass_model_511,7,7.5,5.2,5.4,2,16
Mass_model_511,7,7.5,5.4,5.6,1.875,15
Mass_model_511,7,7.5,5.6,5.8,0.75,6
Mass_model_511,7.5,8,1.6,1.8,0.625,5
Mass_model_511,7.5,8,1.8,2,3.125,25
Mass_model_511,7.5,8,2,2.2,12.5,100
Mass_model_511,7.5,8,2.2,2.4,21.75,174
Mass_model_511,7.5,8,2.4,2.6,39.25,314
Mass_model_511,7.5,8,2.6,2.8,79,632
Mass_model_511,7.5,8,2.8,3,90.25,722
Mass_model_511,7.5,8,3,3.2,114.625,917
Mass_model_511,7.5,8,3.2,3.4,189.875,1519
Mass_model_511,7.5,8,3.4,3.6,268,2144
Mass_model_511,7.5,8,3.6,3.8,248,1984
Mass_model_511,7.5,8,3.8,4,127.375,1019
Mass_model_511,7.5,8,4,4.2,14.5,116
Mass_model_511,7.5,8,4.2,4.4,7.25,58
Mass_model_511,7.5,8,4.4,4.6,2.625,21
Mass_model_511,7.5,8,4.6,4.8,1.375,11
Mass_model_511,7.5,8,4.8,5,1.75,14
Mass_model_511,7.5,8,5,5.2,2,16
Mass_model_511,7.5,8,5.2,5.4,1.5,12
Mass_model_511,7.5,8,5.4,5.6,2.125,17
Mass_model_511,7.5,8,5.6,5.8,1.75,14
Mass_model_511,7.5,8,5.8,6,0.25,2
Mass_model_511,8,8.5,1.4,1.6,0.625,5
Mass_model_511,8,8.5,1.6,1.8,0.625,5
Mass_model_511,8,8.5,1.8,2,3.5,28
Mass_model_511,8,8.5,2,2.2,10.625,85
Mass_model_511,8,8.5,2.2,2.4,22.625,181
Mass_model_511,8,8.5,2.4,2.6,43.75,350
Mass_model_511,8,8.5,2.6,2.8,90.125,721
Mass_model_511,8,8.5,2.8,3,90.125,721
Mass_model_511,8,8.5,3,3.2,120.875,967
